Country,City,AccentCity,Region,Population,Latitude,Longitude
ga,abeng,Abeng,06,,0.3333333,12.0
ga,aboto,Aboto,02,,-0.7833333,13.9333333
ga,aboukoua,Aboukoua,04,,-1.0,11.45
ga,bana,Bana,05,,-3.45,10.6666667
gb,abberley,Abberley,Q4,,52.3,-2.366667
gb,abberton,Abberton,E4,,51.833333,.916667
gb,abbey-cwmhir,Abbey-Cwmhir,Y8,,52.333333,-3.4
gb,abbey dore,Abbey Dore,F7,,51.966667,-2.9
gb,abbey saint bathans,Abbey Saint Bathans,T9,,55.85,-2.383333
gb,abbey town,Abbey Town,C9,,54.833333,-3.283333
gb,abbots ann,Abbots Ann,F2,,51.183333,-1.516667
gb,abbots bickington,Abbots Bickington,D4,,50.9,-4.283333
gb,abbots bromley,Abbots Bromley,N1,,52.8,-1.866667
gb,abbotsbury,Abbotsbury,D6,,50.666667,-2.6
gb,abbots langley,Abbots Langley,F8,,51.7,-.416667
gb,abbotsley,Abbotsley,C3,,52.183333,-.2
gb,aber,Aber,Y2,,53.233333,-4.016667
gb,aberaeron,Aberaeron,X6,,52.25,-4.25
gb,aberaman,Aberaman,Y9,,51.698889,-3.426944
gb,aberarder,Aberarder,V3,,57.3,-4.266667
gb,aberargie,Aberargie,W1,,56.316667,-3.35
gb,aberbargoed,Aberbargoed,X4,,51.6925,-3.225
gb,aberbeeg,Aberbeeg,X2,,51.711944,-3.141667
gb,abercanaid,Abercanaid,Y3,,51.723611,-3.366111
gb,abercastle,Abercastle,Y7,,51.959444,-5.125833
gb,aberchirder,Aberchirder,T6,1159,57.55,-2.616667
gb,aberconway,Aberconway,X8,,53.283333,-3.833333
gb,aberdeen,Aberdeen,T5,183791,57.133333,-2.1
gb,aberdour,Aberdour,V1,1742,56.05,-3.3
gb,aberdulais,Aberdulais,Y5,,51.666667,-3.783333
gb,aberffraw,Aberffraw,X1,,53.183333,-4.45
gb,aberfield,Aberfield,Q2,,51.4,-.916667
gb,aberford,Aberford,H3,,53.816667,-1.333333
gb,aberfoyle,Aberfoyle,W6,577,56.183333,-4.383333
gb,abergavenny,Abergavenny,Y4,,51.833333,-3.016667
gb,abergorlech,Abergorlech,X7,,51.983056,-4.060278
gb,aberkenfig,Aberkenfig,X3,,51.54,-3.595556
gb,aberlady,Aberlady,U6,876,56,-2.85
gb,aberlemm,Aberlemm,T7,,56.683333,-2.766667
gb,aberlour,Aberlour,V6,828,57.466667,-3.233333
gb,abersychan,Abersychan,Z2,,51.732778,-3.066389
gb,abertawe,Abertawe,Z1,,51.633333,-3.966667
gb,aberthaw,Aberthaw,Z3,,51.391111,-3.3925
gb,abingdon,Abingdon,K2,37192,51.666667,-1.283333
gb,abinger,Abinger,N7,,51.183333,-.4
gb,abington,Abington,W5,,55.483333,-3.7
gb,ab kettleby,Ab Kettleby,H5,,52.783333,-.916667
gb,abram,Abram,P7,,53.516667,-2.583333
gb,abthorpe,Abthorpe,J1,,52.1,-1.05
gb,aby,Aby,H7,,53.266667,.116667
gb,acaster malbis,Acaster Malbis,Q5,,53.9,-1.1
gb,accrington,Accrington,H2,35318,53.766667,-2.35
gb,acha,Acha,T8,,56.6,-6.6
gb,acklam,Acklam,J7,,54.033333,-.8
gb,acklington,Acklington,J6,,55.3,-1.633333
gb,ackworth,Ackworth,O7,,53.65,-1.333333
gb,acle,Acle,I9,,52.633333,1.55
gb,acocks green,Acocks Green,A7,,52.45,-1.816667
gb,acrefair,Acrefair,Z4,,52.966667,-3.083333
gb,acton,Acton,D9,,51.494168,-.223193
gb,acton,Acton,L6,,52.45,-3.016667
gb,acton,Acton,Q8,,54.3,-6.366667
gb,acton,Acton,Z8,,53.266667,-2.6
gb,acton turville,Acton Turville,M6,,51.524444,-2.278333
gb,addiewell,Addiewell,W9,,55.833333,-3.6
gb,addingham,Addingham,B4,,53.933333,-1.883333
gb,addington,Addington,B9,,51.933333,-.916667
gb,addington,Addington,C8,,51.35,-.033333
gb,addington,Addington,G5,,51.283333,.4
gb,addlestrop,Addlestrop,E6,,51.933333,-1.65
gb,adlingfleet,Adlingfleet,J3,,53.666667,-.733333
gb,admaston,Admaston,O2,,52.716667,-2.55
gb,admington,Admington,P3,,52.1,-1.7
gb,adur district,Adur District,P6,,50.85,-.333333
gb,adwick le street,Adwick le Street,D5,,53.566667,-1.183333
gb,aghadovey,Aghadovey,R6,,55.016667,-6.666667
gb,aghagallon,Aghagallon,R8,,54.5,-6.3
gb,aghanloo,Aghanloo,S4,,55.1,-6.933333
gb,ahoghill,Ahoghill,Q9,,54.866667,-6.366667
gb,aigburth,Aigburth,H8,,53.366667,-2.933333
gb,ainsdale,Ainsdale,L8,,53.6,-3.033333
gb,aird,Aird,S8,,55.233333,-6.5
gb,aird of tong,Aird of Tong,W8,,58.233333,-6.333333
gb,airdrie,Airdrie,V8,35440,55.85,-3.983333
gb,airmyn,Airmyn,E1,,53.716667,-.9
gb,airth,Airth,U9,1414,56.066667,-3.766667
gb,aisholt,Aisholt,M3,,51.113056,-3.153889
gb,aith,Aith,W3,,60.266667,-1.383333
gb,aldbourne,Aldbourne,P8,,51.466667,-1.616667
gb,aldeburgh,Aldeburgh,N5,,52.15,1.6
gb,alderley,Alderley,Z7,,53.283333,-2.233333
gb,aldermaston,Aldermaston,P4,,51.383333,-1.15
gb,alderwasley,Alderwasley,D3,,53.066667,-1.533333
gb,aldridge,Aldridge,O8,,52.6,-1.916667
gb,aldwark,Aldwark,L3,,53.433333,-1.316667
gb,alexandria,Alexandria,W7,,55.983333,-4.6
gb,alfriston,Alfriston,E2,,50.8,.15
gb,allesley,Allesley,C7,,52.416667,-1.55
gb,allestree,Allestree,D2,,52.933333,-1.483333
gb,allhallows,Allhallows,I3,,51.466667,.65
gb,alloa,Alloa,U1,18885,56.116667,-3.8
gb,almondbury,Almondbury,G8,,53.616667,-1.75
gb,altamullan,Altamullan,T4,,54.683333,-7.733333
gb,altamuskin,Altamuskin,T3,,54.516667,-7.083333
gb,altarnun,Altarnun,C6,,50.6,-4.533333
gb,altnamachin,Altnamachin,S9,,54.166667,-6.633333
gb,alton albany,Alton Albany,W4,,55.2,-4.7
gb,altrincham,Altrincham,O6,41548,53.383333,-2.35
gb,alverstone,Alverstone,G2,,50.666667,-1.183333
gb,alwalton,Alwalton,K3,,52.55,-.316667
gb,amblecote,Amblecote,D7,,52.466667,-2.15
gb,amisfield town,Amisfield Town,U2,,55.116667,-3.566667
gb,ampthill,Ampthill,Z6,,52.033333,-.483333
gb,annaclone,Annaclone,R2,,54.3,-6.183333
gb,annacloy,Annacloy,R9,,54.35,-5.75
gb,annahilt,Annahilt,S5,,54.433333,-6
gb,annesley,Annesley,J9,,53.05,-1.25
gb,annfield plain,Annfield Plain,D8,,54.85,-1.733333
gb,anniesland,Anniesland,V2,,55.883333,-4.316667
gb,antrim,Antrim,Q6,25525,54.666667,-6.25
gb,appleton,Appleton,P2,,53.35,-2.55
gb,arboe,Arboe,R7,,54.633333,-6.55
gb,ardeer square,Ardeer Square,V7,,55.633333,-4.75
gb,ardess,Ardess,S2,,54.516667,-7.666667
gb,ardkeen,Ardkeen,Q7,,54.416667,-5.516667
gb,ardsley,Ardsley,A3,,53.533333,-1.416667
gb,ascot,Ascot,P9,,51.4,-.666667
gb,ashby,Ashby,J2,,53.483333,-.116667
gb,ashton,Ashton,O1,,53.5,-2.1
gb,ashwell,Ashwell,L4,,52.7,-.716667
gb,astwood,Astwood,I6,,52.1,-.6
gb,attercliffe,Attercliffe,L9,,53.4,-1.433333
gb,auchendinny,Auchendinny,V5,,55.833333,-3.183333
gb,auchinleck,Auchinleck,U4,3282,55.466667,-4.3
gb,aughamullan,Aughamullan,S1,,54.533333,-6.616667
gb,aveley,Aveley,O3,,51.483333,.25
gb,avonmouth,Avonmouth,B7,,51.510556,-2.693056
gb,aylestone,Aylestone,H4,,52.6,-1.15
gb,backworth,Backworth,J5,,55.033333,-1.516667
gb,bagillt,Bagillt,Y1,,53.266667,-3.166667
gb,baguley,Baguley,I2,,53.383333,-2.25
gb,balerno,Balerno,U8,,55.883333,-3.333333
gb,balham,Balham,P1,,51.443432,-.146828
gb,ballidivity,Ballidivity,R1,,55.15,-6.5
gb,ballycarry,Ballycarry,S3,,54.766667,-5.766667
gb,ballyclare,Ballyclare,T1,,54.766667,-6.016667
gb,ballydonegan,Ballydonegan,S6,,54.866667,-7.016667
gb,ballyhackamore,Ballyhackamore,R3,,54.6,-5.866667
gb,ballynafeigh,Ballynafeigh,R5,,54.566667,-5.9
gb,bangor,Bangor,T2,62568,54.65,-5.7
gb,banwell,Banwell,J4,,51.328611,-2.863889
gb,barking,Barking,A1,,51.533333,.083333
gb,barkingside,Barkingside,K8,,51.583333,.083333
gb,barkisland,Barkisland,C2,,53.666667,-1.916667
gb,barnes,Barnes,L1,,51.479732,-.23829
gb,barnet,Barnet,A2,,51.65,-.2
gb,barrhead,Barrhead,U7,,55.783333,-4.383333
gb,barston,Barston,M2,,52.383333,-1.683333
gb,barton on irwell,Barton on Irwell,L5,,53.483333,-2.35
gb,basford,Basford,J8,,52.966667,-1.183333
gb,bassaleg,Bassaleg,Y6,,51.577778,-3.053333
gb,bassett,Bassett,M4,,50.95,-1.4
gb,bathampton,Bathampton,A4,,51.392222,-2.322222
gb,bearsden,Bearsden,U5,27839,55.916667,-4.35
gb,bebington and bromborough,Bebington and Bromborough,Q1,,53.35,-3.016667
gb,beckenham,Beckenham,B8,,51.408626,-.042002
gb,beckton,Beckton,I8,,51.516667,.066667
gb,bedford,Bedford,A5,,52,-.5
gb,bedford,Bedford,Z5,86659,52.133333,-.45
gb,bellaghy,Bellaghy,S7,,54.8,-6.516667
gb,bellahill,Bellahill,R4,,54.733333,-5.75
gb,belmont,Belmont,A8,,53.633333,-2.5
gb,belvedere,Belvedere,A6,,51.483333,.15
gb,bermondsey,Bermondsey,M8,,51.5,-.066667
gb,bethnal green,Bethnal Green,O5,,51.516667,-.05
gb,bettws gwerfil goch,Bettws Gwerfil Goch,X9,,53,-3.433333
gb,bevendean,Bevendean,B6,,50.833333,-.1
gb,billinge,Billinge,M9,,53.5,-2.7
gb,billingham,Billingham,N3,35709,54.6,-1.3
gb,bilston,Bilston,Q3,,52.566667,-2.066667
gb,binfield,Binfield,B3,,51.433333,-.783333
gb,birch,Birch,L2,,53.566667,-2.216667
gb,birchgrove,Birchgrove,X5,,51.511944,-3.208611
gb,birsay,Birsay,V9,,59.133333,-3.316667
gb,birtley,Birtley,E5,,54.883333,-1.566667
gb,bishopstone,Bishopstone,N9,,51.533333,-1.633333
gb,bishopton,Bishopton,D1,,54.583333,-1.433333
gb,bishopton,Bishopton,W2,5029,55.9,-4.5
gb,bispham,Bispham,A9,,53.85,-3.05
gb,blackrod,Blackrod,B1,,53.583333,-2.583333
gb,bloomsbury,Bloomsbury,C4,,51.516667,-.116667
gb,boldon,Boldon,M7,,54.95,-1.466667
gb,boosbeck,Boosbeck,K9,,54.533333,-.966667
gb,borough of bournemouth,Borough of Bournemouth,B2,,50.716667,-1.866667
gb,borough of bury,Borough of Bury,C1,,53.582003,-2.314825
gb,borough of halton,Borough of Halton,E9,,53.345446,-2.722819
gb,borough of hartlepool,Borough of Hartlepool,F5,,54.666667,-1.25
gb,borough of knowsley,Borough of Knowsley,G9,,53.416667,-2.833333
gb,borough of luton,Borough of Luton,I1,,51.893137,-.424246
gb,borough of middlesbrough,Borough of Middlesbrough,I5,,54.533333,-1.2
gb,borough of oldham,Borough of Oldham,K1,,53.559411,-2.055675
gb,borough of poole,Borough of Poole,K5,,50.733333,-1.966667
gb,borough of reading,Borough of Reading,K7,,51.45,-.966667
gb,borough of sandwell,Borough of Sandwell,L7,,52.5,-2
gb,borough of slough,Borough of Slough,M1,,51.508888,-.579657
gb,borough of southend-on-sea,Borough of Southend-on-Sea,M5,,51.533333,.7
gb,borough of stockport,Borough of Stockport,N2,,53.397276,-2.123453
gb,borough of torbay,Borough of Torbay,O4,,50.416667,-3.533333
gb,brent,Brent,B5,,51.55,-.266667
gb,brentford,Brentford,G1,,51.488802,-.30479
gb,brixton,Brixton,H1,,51.466667,-.1
gb,broughty ferry,Broughty Ferry,U3,,56.466667,-2.866667
gb,bucknall,Bucknall,N4,,53.016667,-2.133333
gb,busheyheath,Busheyheath,F4,,51.616667,-.333333
gb,carshalton,Carshalton,N8,,51.35,-.15
gb,catford,Catford,H6,,51.45,-.016667
gb,charing cross,Charing Cross,P5,,51.507844,-.122015
gb,chelsea,Chelsea,G4,,51.484344,-.174869
gb,cheshire,Cheshire,C5,,53.166667,-2.583333
gb,chessington,Chessington,G7,,51.35,-.3
gb,chingford,Chingford,O9,,51.628528,.003375
gb,city and borough of newcastle upon tyne,City and Borough of Newcastle upon Tyne,I7,,55,-1.666667
gb,city and borough of sunderland,City and Borough of Sunderland,N6,,54.883333,-1.416667
gb,city of kingston upon hull,City of Kingston upon Hull,G6,,53.75,-.333333
gb,city of london,City of London,H9,,51.514125,-.093689
gb,city of plymouth,City of Plymouth,K4,,50.383333,-4.133333
gb,city of portsmouth,City of Portsmouth,K6,,50.8,-1.066667
gb,cowley,Cowley,F9,,51.516667,-.466667
gb,cubitt town,Cubitt Town,E7,,51.483333,0
gb,edmonton,Edmonton,E3,,51.614443,-.05002
gb,ellesmere port,Ellesmere Port,28,67768,53.283333,-2.9
gb,fulham,Fulham,F1,,51.474366,-.215196
gb,gourock,Gourock,V4,,55.95,-4.833333
gb,hackney,Hackney,E8,,51.55,-.05
gb,haringey,Haringey,F3,,51.583333,-.083333
gb,harold wood,Harold Wood,F6,,51.583333,.233333
gb,highbury,Highbury,G3,,51.55,-.1
gb,hugh town,Hugh Town,Z9,,49.914597,-6.314273
gb,london borough of merton,London Borough of Merton,I4,,51.410465,-.193637
gb,northwood,Northwood,17,,51.613701,-.410994
gd,adelphia,Adelphia,01,,12.1,-61.6666667
gd,amber belair,Amber Belair,03,,12.0,-61.75
gd,apres tout,AprËs Tout,02,,12.05,-61.6666667
gd,argyle,Argyle,06,,12.45,-61.4833333
gd,bellevue,Bellevue,05,,12.1833333,-61.6833333
gd,charlotte town,Charlotte Town,04,,12.1666667,-61.7333333
ge,aats'i,Aats'i,02,,43.1269444,40.7388889
ge,abano,Abano,39,,42.5269444,43.7625
ge,abano,Abano,42,,42.6038889,44.3888889
ge,abanoyeti,Abanoyeti,09,,42.5422222,43.0133333
ge,abascha,Abascha,01,,42.1941667,42.2241667
ge,abastouman,Abastouman,07,,41.7561111,42.8411111
ge,abast'umani,Abast'umani,62,,42.4011111,41.8888889
ge,abdalo,Abdalo,58,,41.4283333,44.4311111
ge,abedat'i,Abedat'i,35,,42.3905556,42.3033333
ge,abeliani,Abeliani,22,,41.5722222,44.4916667
ge,abisi,Abisi,25,,42.0877778,43.7680556
ge,abisistavi,Abisistavi,28,,42.1,43.7333333
ge,abrevi,Abrevi,26,,42.0555556,44.3613889
ge,abuk'et'i,Abuk'et'i,04,,41.65,42.0333333
ge,abul,Abul,38,,41.4,43.6166667
ge,abutvani,Abutvani,16,,42.0525,42.3561111
ge,achalkalaki,Achalkalaki,06,,41.4125,43.4777778
ge,achal senaki,Achal Senaki,48,,42.2688889,42.0791667
ge,achara,Achara,56,,42.5577778,42.8591667
ge,ache,Ache,19,,42.5108333,44.9772222
ge,achi,Achi,40,,41.8391667,42.0233333
ge,ach'marda,Ach'marda,34,,43.4175,40.2155556
ge,adish,Adish,36,,42.9975,42.915
ge,agana,Agana,31,,41.6630556,45.8963889
ge,(( agara )),(( Agara )),05,,42.2055556,44.3644444
ge,agara,Agara,10,,41.3666667,43.2166667
ge,agbulagi,Agbulagi,08,,41.7166667,45.2666667
ge,aketi,Aketi,32,,42.0111111,42.0894444
ge,akhalbediseuli,Akhalbediseuli,64,,42.3777778,42.5266667
ge,akhaldaba,Akhaldaba,13,,41.9230556,43.4869444
ge,akhaldaba,Akhaldaba,55,,42.3647222,42.9077778
ge,akhali khibula,Akhali Khibula,29,,42.4305556,42.0402778
ge,akhalisopeli,Akhalisopeli,27,,42.0194444,43.1544444
ge,akhali sviri,Akhali Sviri,61,,42.1,42.95
ge,akhali-terdzhola,Akhali-Terdzhola,52,,42.2158333,42.9877778
ge,akhalsheni,Akhalsheni,59,,42.3,42.5
ge,akhalsop'eli,Akhalsop'eli,43,,41.9047222,45.9769444
ge,akhalsop'eli,Akhalsop'eli,47,,42.1638889,42.3911111
ge,akhalsop'eli,Akhalsop'eli,54,,42.1302778,44.9972222
ge,akh mirzaani,Akh Mirzaani,17,,41.3825,46.1433333
ge,akhubati,Akhubati,24,,42.5461111,44.1766667
ge,akhut'i,Akhut'i,15,,42.4591667,42.1752778
ge,amaghleba,Amaghleba,60,,42.0902778,42.64
ge,argvet'i,Argvet'i,45,,42.3022222,43.4838889
ge,art'ana,Art'ana,51,,42.0725,45.5036111
ge,bagdadi,Bagdadi,11,,42.0847222,42.825
ge,bauria,Bauria,33,,42.8305556,42.4916667
ge,beretisa,Beretisa,14,,42.1833333,43.3833333
ge,chale,Chale,57,,42.7022222,42.0425
gf,abouna sounga,Abouna Sounga,00,,4.05,-54.35
gg,albecq,AlbËcq,00,,49.469444,-2.601667
gh,abaadze,Abaadze,04,,5.2,-1.0833333
gh,abaam,Abaam,09,,6.2166667,-0.8333333
gh,abaase,Abaase,02,,7.95,-1.1833333
gh,abagamia,Abagamia,10,,10.9833333,-0.75
gh,abakle,Abakle,08,,6.15,0.1166667
gh,abawdikro,Abawdikro,03,,7.6166667,-1.9333333
gh,abrewangko,Abrewangko,06,,8.3333333,0.1333333
gh,accra,Accra,01,1963460,5.55,-0.2166667
gh,alidem,Alidem,11,,10.6666667,-1.5666667
gh,koforidua,Koforidua,05,76669,6.0833333,-0.25
gi,caleta,Caleta,00,,36.1333333,-5.3333333
gl,aalatsivik,Aalatsivik,03,,68.1666667,-52.8333333
gl,agparssuit,Agparssuit,01,,77.4166667,-72.6666667
gl,akinaitsat,AkÌnaits‚t,02,,65.5333333,-37.2
gm,abeokuta,Abeokuta,03,,13.3666667,-14.6166667
gm,abuko,Abuko,05,,13.4041667,-16.6558333
gm,alhaji bajonkoto,Alhaji Bajonkoto,07,,13.5333333,-15.8166667
gm,alohungari,Alohungari,04,,13.3166667,-14.2333333
gm,baba,Baba,02,,13.4333333,-15.45
gm,banjul,Banjul,01,34598,13.4530556,-16.5775
gn,adalamdjaki,Adalamdjaki,19,,11.2166667,-10.5
gn,adjidougou,Adjidougou,01,,8.6666667,-8.3166667
gn,adjinn,Adjinn,18,,12.6,-13.1166667
gn,afia,Afia,07,,11.6666667,-10.75
gn,afia,Afia,22,,12.2166667,-12.5833333
gn,agbalazou,Agbalazou,21,,8.7166667,-9.7833333
gn,alahina,Alahina,26,,11.6,-9.5666667
gn,alaminata,Alaminata,24,,8.1833333,-8.6666667
gn,albaderia,AlbadÈria,17,,9.55,-10.1
gn,alemamya,Alemamya,10,,9.3825,-13.2225
gn,andalaye,Andalaye,25,,10.85,-12.3666667
gn,ankoro,Ankoro,14,,10.25,-9.1833333
gn,ansangnere,AnsangnÈrÈ,20,,11.1833333,-12.4833333
gn,ansoumania,Ansoumania,08,,9.7055556,-13.5469444
gn,arfa moussaia,Arfa MoussaÔa,05,,10.7666667,-11.3666667
gn,aribouya,Aribouya,03,,10.7,-14.2333333
gn,aroumaya,Aroumaya,23,,10.5166667,-11.7333333
gn,arpela,Arpela,09,,9.95,-10.45
gn,babi,Babi,27,,10.6333333,-13.0833333
gn,bacoumpou,Bacoumpou,02,,9.9786111,-13.9688889
gn,bafadou,Bafadou,13,,8.7666667,-10.3
gn,bageya,BagÈya,16,,10.25,-12.9
gn,baguine,BaguinÈ,11,,10.6,-13.6333333
gn,balabori,Balabori,28,,11.3,-11.3666667
gn,balan,Balan,29,,7.37,-9.1319444
gn,bameouel,BamÈouel,12,,11.9333333,-13.15
gn,bananko,Bananko,15,,9.2166667,-9.05
gn,bantanko,Bantanko,06,,11.0833333,-12.0833333
gn,bassia,Bassia,04,,9.5666667,-13.6333333
gn,coya,Coya,30,,9.7055556,-13.3769444
gn,debreeka,Debreeka,31,,9.7911111,-13.5233333
gn,kankan,Kankan,32,114103,10.3833333,-9.3
gn,koubia,Koubia,33,9909,11.5833333,-11.9
gn,labe,LabÈ,34,46510,11.3166667,-12.2833333
gn,lelouma,LÈlouma,35,,11.1833333,-12.9333333
gn,lola,Lola,36,1982,7.8,-8.5333333
gn,mandiana,Mandiana,37,10608,10.6333333,-8.6833333
gn,nzerekore,NzÈrÈkorÈ,38,132842,7.7472222,-8.8238889
gn,sigiri,Sigiri,39,,11.4166667,-9.1666667
gp,abeymes,Abeymes,00,,16.2666667,-61.5
gq,abaamang,Abaamang,06,,1.6666667,10.6333333
gq,abama,Abama,09,,1.2,11.2833333
gq,abam,Abam,07,,1.8333333,10.8666667
gq,abanda,Abanda,08,,1.45,9.6333333
gq,ambo,Ambo,03,,-1.4013889,5.6325
gq,bacake grande,BacakÈ Grande,04,,3.55,8.85
gq,baho,Baho,05,,3.2833333,8.7333333
gq,ensenada,Ensenada,00,,1.4333333,5.6333333
gr,aatli,A‰tlÌ,06,,41.2777778,22.7861111
gr,abdular,Abdul·r,21,,39.4833333,22.6
gr,acharnae,Acharnae,35,,38.0833333,23.7333333
gr,achataries,AchatariÈs,22,,39.4577778,21.3194444
gr,acherousia,AcherousÌa,19,,39.2577778,20.5958333
gr,achilleion,AchÌlleion,25,,39.5644444,19.905
gr,achladeai,AchladÈai,17,,39.4522222,20.7727778
gr,achladochorio,AchladochÛrio,07,,40.8352778,22.3358333
gr,adali,AdalÌ,13,,40.4333333,23.0333333
gr,adamas,Ad·mas,33,,38.5,22.9833333
gr,adamas,Ad·mas,49,1478,36.7333333,24.4333333
gr,adas,Ad·s,14,,41.1333333,24.7
gr,adhami,Adh·mi,36,,37.5666667,23.0666667
gr,adhele,¡dhele,44,,35.3666667,24.5666667
gr,adhelfikon,AdhelfikÛn,05,,41.0166667,23.4666667
gr,adhiakopos,Adhi·kopos,42,,36.5666667,23.05
gr,adhraktia,Adhr·ktia,45,,35.15,25.0333333
gr,adhramilos,Adhr·milos,46,,35.0833333,26.0333333
gr,adhriani,AdhrianÌ,02,,41.0166667,25.3666667
gr,adhriani,AdhrianÌ,04,,41.1333333,24.2666667
gr,adhriani,AdhrianÌ,40,,36.8666667,21.8666667
gr,aedipsos,Aedipsos,34,,38.8833333,23.05
gr,aegion,Aegion,38,,38.2486111,22.0819444
gr,aerinon,AÎrinÛn,24,,39.3333333,22.7666667
gr,aerinos,AÎrinÛs,43,,35.3666667,23.6
gr,aetochori,AetochÛri,23,,39.2858333,21.4669444
gr,aetokhori,AÎtokhÛri,01,,40.9,26.0
gr,aetokhorion,AÎtokhÛrion,41,,37.4,22.6
gr,aetoliko,Aetoliko,31,,38.4333333,21.35
gr,aetos,AÎtÛs,11,,40.6666667,21.55
gr,aetos,AÎtÛs,18,,39.58,20.3966667
gr,afalonas,Af·lonas,51,,39.1480556,26.5144444
gr,afandou,Af·ndou,47,,36.3,28.15
gr,afrayia,Afrayi·,27,,38.15,20.75
gr,afrodisia,AfrodÌsia,50,,38.5544444,25.925
gr,afroxilia,Afroxili·,20,,39.2194444,21.3080556
gr,agalai,AgalaÌ,10,,40.0333333,21.6166667
gr,agalas,Agal·s,28,,37.7166667,20.7833333
gr,agalianos,AgalianÛs,30,,38.8666667,21.6166667
gr,aggeies,Aggeies,29,,39.1,22.2
gr,agia anna,AgÌa ¡nna,09,,40.4375,21.0813889
gr,agia kyriaki,AgÌa KyriakÌ,48,,37.6983333,26.6186111
gr,agia marina,AgÌa MarÌna,12,,40.5977778,22.2152778
gr,agios achilleios,¡gios AchÌlleios,08,,40.7841667,21.0808333
gr,agios dimitrios,¡gios DimÌtrios,16,,40.1527778,22.2266667
gr,agios petros,¡gios PÈtros,26,,38.6666667,20.6
gr,aglavista,AglavÌsta,32,,38.5333333,22.1
gr,agnanda,¡gnanda,39,,37.8166667,21.6166667
gr,aidhonia,AÔdhÛnia,37,,37.8333333,22.5833333
gr,aivajik,AÔvajÌk,03,,41.2166667,24.95
gr,ak-bunar,Ak-Bun·r,15,,40.3666667,23.2833333
gr,castelrosso,Castelrosso,00,,36.1488889,29.5936111
gs,grytviken,Grytviken,00,,-54.2766667,-36.5116667
gt,acacar,Acacar,09,,15.566667,-89.3
gt,acamal,Acamal,01,,15.45,-90.383333
gt,acapan,Acap·n,15,,14.366667,-91.983333
gt,acasaguastlan,Acasaguastl·n,05,,14.916667,-89.883333
gt,acatan,Acat·n,07,,14.616667,-90.466667
gt,acatempa,Acatempa,11,,14.265278,-90.126944
gt,acatenango,Acatenango,03,6905,14.551944,-90.942222
gt,aceitillal,Aceitillal,04,,14.583333,-89.516667
gt,achiote,Achiote,22,,15.133333,-89.4
gt,achiotes,Achiotes,10,,14.533333,-89.916667
gt,achute,AchutÈ,17,,15.233333,-92.166667
gt,acul,Acul,14,,15.405,-91.188333
gt,agua alegre,Agua Alegre,08,,15.452222,-91.494444
gt,agua blanca,Agua Blanca,13,,14.866667,-91.716667
gt,agua caliente,Agua Caliente,02,,14.916667,-90.4
gt,agua dulce,Agua Dulce,18,,13.896111,-90.453333
gt,agua escondida,Agua Escondida,19,,14.666667,-91.116667
gt,agua negra,Agua Negra,12,,15.966667,-89.733333
gt,aguero,Ag¸ero,06,,14.2,-91.05
gt,alotenango,Alotenango,16,17052,14.480278,-90.8075
gt,barreneche,BarrenechÈ,21,,14.816667,-91.216667
gt,barrios,Barrios,20,,14.516667,-91.383333
gw,abene,Abene,06,,11.1666667,-15.9666667
gw,abigna,Abigna,12,,11.8833333,-15.7833333
gw,acampamento,Acampamento,04,,11.45,-15.7
gw,achada do burro,Achada do Burro,11,,11.8666667,-15.5833333
gw,afia,¡fi‡,01,,12.0833333,-14.4833333
gw,afia,¡fi‡,07,,11.3333333,-15.1833333
gw,afia,¡fi‡,10,,12.3166667,-14.4
gw,america,AmÈrica,05,,11.5666667,-15.3
gw,antuane,Antuane,02,,11.5333333,-15.0833333
gy,abary,Abary,15,,6.55,-57.75
gy,achiwib,Achiwib,19,,2.3,-59.5833333
gy,acquero,Acquero,10,,7.65,-58.9333333
gy,adventure,Adventure,16,,7.0833333,-58.4833333
gy,agricola village,Agricola Village,12,,6.4666667,-58.1666667
gy,ajimipepai,Ajimipepai,11,,5.9,-60.5666667
gy,alnes,Alnes,13,,6.2,-57.2833333
gy,ampa,Ampa,14,,6.5,-58.5833333
gy,arnik village,Arnik Village,17,,5.0166667,-59.5333333
gy,attai,Attai,18,,5.0833333,-58.5166667
hk,aberdeen,Aberdeen,00,,22.25,114.15
hn,abajo,Abajo,03,,15.7333333,-86.1166667
hn,abarrada,Abarrada,02,,13.3833333,-86.9666667
hn,abicinia,Abicinia,04,,14.6833333,-87.4166667
hn,abispero,Abispero,17,,13.55,-87.6166667
hn,abra del padre,Abra del Padre,16,,15.15,-88.3
hn,acaguaque,Acaguaque,08,,14.0333333,-87.5
hn,aceituno,Aceituno,07,,13.7166667,-86.9333333
hn,aceituno,Aceituno,13,,14.2333333,-88.75
hn,achiote,Achiote,05,,14.9166667,-89.0333333
hn,achiote,Achiote,15,,14.4333333,-86.1666667
hn,achotal,Achotal,06,,15.0833333,-88.1
hn,achotal,Achotal,18,,15.0,-87.7333333
hn,agua blanca,Agua Blanca,01,,15.6833333,-87.6333333
hn,agua blanca,Agua Blanca,10,,14.1833333,-88.15
hn,agua blanca,Agua Blanca,12,,14.3,-87.9
hn,agua caliente,Agua Caliente,14,,14.55,-89.2666667
hn,ahuas,Ahu·s,09,1505,15.4833333,-84.3333333
hn,alligartor nose,Alligartor Nose,11,,16.4333333,-86.2833333
